"Check ID","Title","Severity","Repository","SCM Link","File Path","Lines","First Seen","Repository Status","Package","Installed Version","Fixed Version","Vendor Fix","Reachability","Direct","Package Roots","EPSS Score","CISA Published Date"
"CVE-2023-32313","vm2: Inspect Manipulation","MEDIUM","juice-shop","https://github.com/test-org-example/juice-shop/blob/ed4aa7cf05ff722551bf39862732cdba3269d7a2/package.json#L157-L157","package.json","157","2025-01-20T13:58:56.696Z","Active","vm2","3.9.17","3.9.18","Yes","No","No","juicy-chat-bot@0.8.0","N/A","N/A"
"CVE-2024-37890","nodejs-ws: denial of service when handling a request with many HTTP headers","HIGH","juice-shop","https://github.com/test-org-example/juice-shop/blob/ed4aa7cf05ff722551bf39862732cdba3269d7a2/package.json#L178-L178","package.json","178","2025-01-20T13:58:56.696Z","Active","ws","7.4.6","5.2.4, 6.2.3, 7.5.10, 8.17.1","Yes","No","No","socket.io@3.1.2","N/A","N/A"
"CVE-2021-3749","nodejs-axios: Regular expression denial of service in trim function","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","axios","0.18.1","0.21.2","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2021-44906","minimist: prototype pollution","CRITICAL","repo-2","","package.json","29","2025-01-30T09:51:03.898Z","Active","minimist","0.0.8","1.2.6, 0.2.4","Yes","No","No","@google-cloud/firestore@0.8.2,@firebase/firestore@1.0.3","N/A","N/A"
"CVE-2017-20165","A vulnerability classified as problematic has been found in debug-js d ...","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","debug","2.6.8","3.1.0, 2.6.9","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2018-3750","nodejs-deep-extend: Prototype pollution can allow attackers to modify object properties","CRITICAL","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","deep-extend","0.4.2","0.5.1","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2020-8116","nodejs-dot-prop: prototype pollution","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","dot-prop","2.4.0","4.2.1, 5.1.1","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2022-0155","follow-redirects: Exposure of Private Personal Information to an Unauthorized Actor","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","follow-redirects","1.5.10","1.14.7","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2019-13173","nodejs-fstream: File overwrite in fstream.DirWriter() function","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","fstream","1.0.11","1.0.12","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2020-7768","nodejs-grpc: Prototype Pollution via loadPackageDefinition","HIGH","repo-2","","package.json","29","2025-01-30T09:51:03.898Z","Active","grpc","1.18.0","1.24.4","Yes","No","No","@firebase/firestore@1.0.3,@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2020-7768","nodejs-grpc: Prototype Pollution via loadPackageDefinition","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","grpc","1.7.3","1.24.4","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2022-29167","hawk: REDoS in hawk.utils.parseHost() when parsing Host header","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","hawk","3.1.3","9.0.1","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2020-36604","hapi/hoek: Prototype Pollution in @hapi/hoek","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","hoek","2.16.3","-","No","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2020-7788","nodejs-ini: Prototype pollution via malicious INI file","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","ini","1.3.4","1.3.6","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2020-7788","nodejs-ini: Prototype pollution via malicious INI file","HIGH","repo-2","","package.json","29","2025-01-30T09:51:03.898Z","Active","ini","1.3.5","1.3.6","Yes","No","No","@firebase/firestore@1.0.3,@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2021-3918","nodejs-json-schema: Prototype pollution vulnerability","CRITICAL","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","json-schema","0.2.3","0.4.0","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2022-3517","nodejs-minimatch: ReDoS via the braceExpand function","HIGH","repo-2","","package.json","29","2025-01-30T09:51:03.898Z","Active","minimatch","3.0.4","3.0.5","Yes","No","No","@firebase/firestore@1.0.3,@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2021-44906","minimist: prototype pollution","CRITICAL","repo-2","","package.json","29","2025-01-30T09:51:03.898Z","Active","minimist","1.2.0","1.2.6, 0.2.4","Yes","No","No","@google-cloud/firestore@0.8.2,@firebase/firestore@1.0.3","N/A","N/A"
"CVE-2022-24771","node-forge: Signature verification leniency in checking `digestAlgorithm` structure can lead to signature forgery","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","node-forge","0.10.0","1.3.0","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2022-24772","node-forge: Signature verification failing to check tailing garbage bytes can lead to signature forgery","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","node-forge","0.10.0","1.3.0","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2020-7720","nodejs-node-forge: prototype pollution via the util.setPath function","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","node-forge","0.7.6","0.10.0","Yes","No","No","@google-cloud/firestore@0.8.2,@google-cloud/storage@1.4.0","N/A","N/A"
"CVE-2022-24771","node-forge: Signature verification leniency in checking `digestAlgorithm` structure can lead to signature forgery","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","node-forge","0.7.6","1.3.0","Yes","No","No","@google-cloud/firestore@0.8.2,@google-cloud/storage@1.4.0","N/A","N/A"
"CVE-2022-24772","node-forge: Signature verification failing to check tailing garbage bytes can lead to signature forgery","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","node-forge","0.7.6","1.3.0","Yes","No","No","@google-cloud/firestore@0.8.2,@google-cloud/storage@1.4.0","N/A","N/A"
"CVE-2022-24999","express: ""qs"" prototype poisoning causes the hang of the node process","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","qs","6.4.0","6.10.3, 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, 6.2.4","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2022-25883","nodejs-semver: Regular expression denial of service","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","semver","5.4.1","7.5.2, 6.3.1, 5.7.2","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2022-25883","nodejs-semver: Regular expression denial of service","HIGH","repo-2","","package.json","29","2025-01-30T09:51:03.898Z","Active","semver","5.6.0","7.5.2, 6.3.1, 5.7.2","Yes","No","No","@firebase/firestore@1.0.3,@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2018-3737","nodejs-sshpk: ReDoS when parsing crafted invalid public keys in lib/formats/ssh.js","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","sshpk","1.13.1","1.13.2","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"NSWG-ECO-401","Denial of Service","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","sshpk","1.13.1",">=1.13.2","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2018-20834","nodejs-tar: Arbitrary file overwrites when extracting tarballs containing a hard-link","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","tar","2.2.1","4.4.2, 2.2.2","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2021-32804","nodejs-tar: Insufficient absolute path sanitization allowing arbitrary file creation and overwrite","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","tar","2.2.1","3.2.2, 4.4.14, 5.0.6, 6.1.1","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2021-37713","nodejs-tar: Arbitrary File Creation/Overwrite on Windows via insufficient relative path sanitization","HIGH","repo-2","","package.json","31","2025-01-30T09:51:03.898Z","Active","tar","2.2.1","4.4.18, 5.0.10, 6.1.9","Yes","No","No","@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2021-32803","nodejs-tar: Insufficient symlink protection allowing arbitrary file creation and overwrite","HIGH","repo-2","","package.json","29","2025-01-30T09:51:03.898Z","Active","tar","4.4.8","3.2.3, 4.4.15, 5.0.7, 6.1.2","Yes","No","No","@firebase/firestore@1.0.3,@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2021-32804","nodejs-tar: Insufficient absolute path sanitization allowing arbitrary file creation and overwrite","HIGH","repo-2","","package.json","29","2025-01-30T09:51:03.898Z","Active","tar","4.4.8","3.2.2, 4.4.14, 5.0.6, 6.1.1","Yes","No","No","@firebase/firestore@1.0.3,@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2021-37701","nodejs-tar: Insufficient symlink protection due to directory cache poisoning using symbolic links allowing arbitrary file creation and overwrite","HIGH","repo-2","","package.json","29","2025-01-30T09:51:03.898Z","Active","tar","4.4.8","4.4.16, 5.0.8, 6.1.7","Yes","No","No","@firebase/firestore@1.0.3,@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2021-37712","nodejs-tar: Insufficient symlink protection due to directory cache poisoning using symbolic links allowing arbitrary file creation and overwrite","HIGH","repo-2","","package.json","29","2025-01-30T09:51:03.898Z","Active","tar","4.4.8","4.4.18, 5.0.10, 6.1.9","Yes","No","No","@firebase/firestore@1.0.3,@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2021-37713","nodejs-tar: Arbitrary File Creation/Overwrite on Windows via insufficient relative path sanitization","HIGH","repo-2","","package.json","29","2025-01-30T09:51:03.898Z","Active","tar","4.4.8","4.4.18, 5.0.10, 6.1.9","Yes","No","No","@firebase/firestore@1.0.3,@google-cloud/firestore@0.8.2","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2010/build.gradle#L1-L1","folder1 copy 10/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2010/folder1%20copy%208/build.gradle#L1-L1","folder1 copy 10/folder1 copy 8/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2010/folder1%20copy%208/folder1/build.gradle#L1-L1","folder1 copy 10/folder1 copy 8/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2010/folder1%20copy%208/folder1/folder1/build.gradle#L1-L1","folder1 copy 10/folder1 copy 8/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2010/folder1%20copy%208/folder1/folder1/folder1/build.gradle#L1-L1","folder1 copy 10/folder1 copy 8/folder1/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2010/folder1/build.gradle#L1-L1","folder1 copy 10/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2010/folder1/folder1/build.gradle#L1-L1","folder1 copy 10/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2010/folder1/folder1/folder1/build.gradle#L1-L1","folder1 copy 10/folder1/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2011/build.gradle#L1-L1","folder1 copy 11/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2011/folder1%20copy%208/build.gradle#L1-L1","folder1 copy 11/folder1 copy 8/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2011/folder1%20copy%208/folder1/build.gradle#L1-L1","folder1 copy 11/folder1 copy 8/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2011/folder1%20copy%208/folder1/folder1/build.gradle#L1-L1","folder1 copy 11/folder1 copy 8/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2011/folder1%20copy%208/folder1/folder1/folder1/build.gradle#L1-L1","folder1 copy 11/folder1 copy 8/folder1/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2011/folder1/build.gradle#L1-L1","folder1 copy 11/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2011/folder1/folder1/build.gradle#L1-L1","folder1 copy 11/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%2011/folder1/folder1/folder1/build.gradle#L1-L1","folder1 copy 11/folder1/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%202/build.gradle#L1-L1","folder1 copy 2/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%202/folder1/build.gradle#L1-L1","folder1 copy 2/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%202/folder1/folder1/build.gradle#L1-L1","folder1 copy 2/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%202/folder1/folder1/folder1/folder1/build.gradle#L1-L1","folder1 copy 2/folder1/folder1/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%203/folder1/build.gradle#L1-L1","folder1 copy 3/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%203/folder1/folder1/build.gradle#L1-L1","folder1 copy 3/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%203/folder1/folder1/folder1/build.gradle#L1-L1","folder1 copy 3/folder1/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%203/folder1/folder1/folder1/folder1/build.gradle#L1-L1","folder1 copy 3/folder1/folder1/folder1/folder1/build.gradle","N/A","2025-01-30T08:27:19.277Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%203/folder1/folder1/folder1/folder1/folder1/build.gradle#L1-L1","folder1 copy 3/folder1/folder1/folder1/folder1/folder1/build.gradle","N/A","2025-01-30T08:15:52.042Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%204/build.gradle#L1-L1","folder1 copy 4/build.gradle","N/A","2025-01-30T08:15:52.042Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%204/folder1/build.gradle#L1-L1","folder1 copy 4/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%204/folder1/folder1/build.gradle#L1-L1","folder1 copy 4/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%204/folder1/folder1/folder1/build.gradle#L1-L1","folder1 copy 4/folder1/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%204/folder1/folder1/folder1/folder1/build.gradle#L1-L1","folder1 copy 4/folder1/folder1/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%204/folder1/folder1/folder1/folder1/folder1/build.gradle#L1-L1","folder1 copy 4/folder1/folder1/folder1/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%204/folder1/folder1/folder1/folder1/folder1/folder1/build.gradle#L1-L1","folder1 copy 4/folder1/folder1/folder1/folder1/folder1/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%205/build.gradle#L1-L1","folder1 copy 5/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%206/build.gradle#L1-L1","folder1 copy 6/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%207/build.gradle#L1-L1","folder1 copy 7/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%208/build.gradle#L1-L1","folder1 copy 8/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%208/folder1/build.gradle#L1-L1","folder1 copy 8/folder1/build.gradle","N/A","2025-01-27T09:35:24.639Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%208/folder1/folder1/build.gradle#L1-L1","folder1 copy 8/folder1/folder1/build.gradle","N/A","2025-01-30T08:15:52.042Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%208/folder1/folder1/folder1/build.gradle#L1-L1","folder1 copy 8/folder1/folder1/folder1/build.gradle","N/A","2025-02-01T09:27:34.359Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%209/build.gradle#L1-L1","folder1 copy 9/build.gradle","N/A","2025-01-30T08:15:52.042Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
"CVE-2022-4065","testng: a path traversal in zip files","HIGH","android-app","https://github.com/bugs-bashing-mor/android-app/blob/649880f4ac6b56159ff0dd91f6a20bedd002ba09/folder1%20copy%209/folder1%20copy%208/build.gradle#L1-L1","folder1 copy 9/folder1 copy 8/build.gradle","N/A","2025-02-05T13:50:29.755Z","Active","org.testng:testng","7.5","7.5.1, 7.7.0","Yes","No","No","-","N/A","N/A"
